,title,year,certificate,time,genre,rating,metascore,simple_desc,directors,stars,votes,gross
199,Frida,(2002),R,123 min,"Biography, Drama, Romance",7.3,61        ,"A biography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work.",['Julie Taymor'],"['Salma Hayek', 'Alfred Molina', 'Geoffrey Rush', 'Mía Maestro']","92,443",$25.89M
200,The Banker,(2020),PG-13,120 min,"Biography, Drama",7.3,59        ,"In the 1960s, two African-American entrepreneurs hire a working-class white man to pretend to be the head of their business empire while they pose as a janitor and chauffeur.",['George Nolfi'],"['Anthony Mackie', 'Samuel L. Jackson', 'Nicholas Hoult', 'Nia Long']","31,497",-
201,Invictus,(2009),PG-13,134 min,"Action, Adventure, Biography",7.3,74        ,"Nelson Mandela, in his first term as President of South Africa, initiates a unique venture to unite the Apartheid-torn land: enlist the national rugby team on a mission to win the 1995 Rugby World Cup.",['Clint Eastwood'],"['Morgan Freeman', 'Matt Damon', 'Tony Kgoroge', 'Patrick Mofokeng']","163,587",$37.49M
202,Stand and Deliver,(1988),PG,103 min,"Biography, Drama",7.3,77        ,"The story of Jaime Escalante, a high school teacher who successfully inspired his dropout-prone students to learn calculus.",['Ramón Menéndez'],"['Edward James Olmos', 'Estelle Harris', 'Mark Phelan', 'Virginia Paris']","21,275",$13.99M
203,The People vs. Larry Flynt,(1996),R,130 min,"Biography, Drama",7.3,79        ,"The story of controversial pornography publisher Larry Flynt, and how he became a defender of free speech.",['Milos Forman'],"['Woody Harrelson', 'Courtney Love', 'Edward Norton', 'Brett Harrelson']","97,896",$20.19M
204,Capote,(2005),R,114 min,"Biography, Crime, Drama",7.3,88        ,"In 1959, Truman Capote learns of the murder of a Kansas family and decides to write a book about the case. While researching for his novel In Cold Blood, Capote forms a relationship with one of the killers, Perry Smith, who is on death row.",['Bennett Miller'],"['Philip Seymour Hoffman', 'Clifton Collins Jr.', 'Catherine Keener', 'Allie Mickelson']","136,566",$28.75M
205,Rescue Dawn,(2006),PG-13,120 min,"Adventure, Biography, War",7.3,77        ,A U.S. fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War.,['Werner Herzog'],"['Christian Bale', 'Steve Zahn', 'Jeremy Davies', 'Zach Grenier']","108,555",$5.49M
206,The Walk,(II) (2015),PG,123 min,"Adventure, Biography, Drama",7.3,70        ,"In 1974, high-wire artist Philippe Petit recruits a team of people to help him realize his dream: to walk the immense void between the World Trade Center towers.",['Robert Zemeckis'],"['Joseph Gordon-Levitt', 'Charlotte Le Bon', 'Guillaume Baillargeon', 'Émilie Leclerc']","131,671",$10.14M
207,Belle,(2013),PG,100 min,"Biography, Drama, Romance",7.3,64        ,"The biracial daughter, Dido Elizabeth Belle (Gugu Mbatha-Raw), of Royal Navy Captain Sir John Lindsay (Matthew Goode) is raised by aristocratic Great-uncle Lord William Murray, 1st Earl of Mansfield (Tom Wilkinson) in 18th century England.",['Amma Asante'],"['Gugu Mbatha-Raw', 'Matthew Goode', 'Emily Watson', 'Miranda Richardson']","32,046",$10.73M
208,Woman in Gold,(2015),PG-13,109 min,"Biography, Drama, History",7.3,51        ,"Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover artwork she believes rightfully belongs to her family.",['Simon Curtis'],"['Helen Mirren', 'Ryan Reynolds', 'Daniel Brühl', 'Katie Holmes']","60,864",$33.31M
209,Eddie the Eagle,(2015),PG-13,106 min,"Adventure, Biography, Comedy",7.3,54        ,"The story of Eddie Edwards, the notoriously tenacious British underdog ski jumper who charmed the world at the 1988 Winter Olympics.",['Dexter Fletcher'],"['Taron Egerton', 'Hugh Jackman', 'Tom Costello', 'Jo Hartley']","96,608",$15.79M
210,Reds,(1981),PG,195 min,"Biography, Drama, History",7.3,76        ,"A radical American journalist becomes involved with the Communist revolution in Russia, and hopes to bring its spirit and idealism to the United States.",['Warren Beatty'],"['Warren Beatty', 'Diane Keaton', 'Edward Herrmann', 'Jerzy Kosinski']","23,779",$40.38M
211,Funny Girl,(1968),G,151 min,"Biography, Comedy, Drama",7.3,89        ,"The life of Fanny Brice, famed comedienne and entertainer of the early 1900s. We see her rise to fame as a Ziegfeld girl, subsequent career, and her personal life, particularly her relationship with Nick Arnstein.",['William Wyler'],"['Barbra Streisand', 'Omar Sharif', 'Kay Medford', 'Anne Francis']","23,945",$58.50M
212,Antwone Fisher,(2002),PG-13,120 min,"Biography, Drama",7.3,62        ,"Antwone Fisher, a young navy man, is forced to see a psychiatrist after a violent outburst against a fellow crewman. During the course of treatment a painful past is revealed and a new hope begins.",['Denzel Washington'],"['Denzel Washington', 'Derek Luke', 'Joy Bryant', 'Malcolm David Kelley']","37,043",$21.08M
213,The Queen,(2006),PG-13,103 min,"Biography, Drama",7.3,91        ,"After the death of Princess Diana, Queen Elizabeth II struggles with her reaction to a sequence of events nobody could have predicted.",['Stephen Frears'],"['Helen Mirren', 'Michael Sheen', 'James Cromwell', 'Alex Jennings']","113,857",$56.44M
214,Gods and Monsters,(1998),R,105 min,"Biography, Drama",7.3,74        ,The last days of Frankenstein (1931) director James Whale are explored.,['Bill Condon'],"['Ian McKellen', 'Brendan Fraser', 'Lynn Redgrave', 'Lolita Davidovich']","32,019",$6.39M
215,Marshall,(2017),PG-13,118 min,"Biography, Crime, Drama",7.3,66        ,"The story of Thurgood Marshall, the crusading lawyer who would become the first African-American Supreme Court Justice, as he battles through one of his career-defining cases.",['Reginald Hudlin'],"['Chadwick Boseman', 'Josh Gad', 'Kate Hudson', 'Sterling K. Brown']","25,505",$10.05M
216,24 Hour Party People,(2002),R,117 min,"Biography, Comedy, Drama",7.3,85        ,"In 1976, Tony Wilson sets up Factory Records and brings Manchester's music to the world.",['Michael Winterbottom'],"['Steve Coogan', 'Lennie James', 'John Thomson', 'Nigel Pivaro']","38,477",$1.13M
217,Angela's Ashes,(1999),R,145 min,"Biography, Drama",7.3,54        ,"Based on the best-selling autobiography by Irish expatriate Frank McCourt, Angela's Ashes follows the experiences of young Frankie and his family as they try against all odds to escape the ...                See full summary »",['Alan Parker'],"['Emily Watson', 'Robert Carlyle', 'Joe Breen', 'Ciaran Owens']","22,557",$13.04M
218,A Street Cat Named Bob,(2016),Not Rated,103 min,"Biography, Drama, Family",7.3,54        ,"The true feel-good story of how James Bowen, a busker and recovering drug addict, has his life transformed when he meets a stray ginger cat. Based on the international best selling book.",['Roger Spottiswoode'],"['Luke Treadaway', 'Bob the Cat', 'Ruta Gedmintas', 'Joanne Froggatt']","32,530",$0.04M
219,Lorenzo's Oil,(1992),PG-13,129 min,"Biography, Drama",7.3,80        ,"Lorenzo Odone, a Virginia 5-year-old, develops a degenerative nerve disease so rare that nobody is working on a cure, so his parents decide to immerse themselves in research and tackle the problem themselves.",['George Miller'],"['Nick Nolte', 'Susan Sarandon', 'Peter Ustinov', 'Kathleen Wilhoite']","23,419",$7.29M
220,The Baader Meinhof Complex,(2008),R,150 min,"Action, Biography, Crime",7.3,76        ,"A look at Germany's terrorist group, The Red Army Faction (RAF), which organized bombings, robberies, kidnappings, and assassinations in the late 1960s and '70s.",['Uli Edel'],"['Martina Gedeck', 'Moritz Bleibtreu', 'Johanna Wokalek', 'Bruno Ganz']","39,010",$0.48M
221,Max Manus: Man of War,(2008),Not Rated,118 min,"Action, Biography, Crime",7.3,60        ,The true story about one of the most brilliant saboteurs during World War II and his battle to overcome his inner demons.,"['Joachim Rønning', 'Espen Sandberg']","['Aksel Hennie', 'Agnes Kittelsen', 'Nicolai Cleve Broch', 'Ken Duken']","28,958",-
222,A Beautiful Day in the Neighborhood,(2019),PG,109 min,"Biography, Drama",7.2,80        ,Based on the true story of a real-life friendship between Fred Rogers and journalist Lloyd Vogel.,['Marielle Heller'],"['Matthew Rhys', 'Tom Hanks', 'Chris Cooper', 'Susan Kelechi Watson']","84,269",$61.70M
223,The Young Victoria,(2009),PG,105 min,"Biography, Drama, History",7.2,64        ,"A dramatization of the turbulent first years of Queen Victoria's rule, and her enduring romance with Prince Albert.",['Jean-Marc Vallée'],"['Emily Blunt', 'Rupert Friend', 'Paul Bettany', 'Miranda Richardson']","64,195",$11.00M
224,The Founder,(2016),PG-13,115 min,"Biography, Drama",7.2,66        ,"The story of Ray Kroc, a salesman who turned two brothers' innovative fast food eatery, McDonald's, into the biggest restaurant business in the world, with a combination of ambition, persistence, and ruthlessness.",['John Lee Hancock'],"['Michael Keaton', 'Nick Offerman', 'John Carroll Lynch', 'Linda Cardellini']","160,759",$12.79M
225,Unbroken,(I) (2014),PG-13,137 min,"Action, Biography, Drama",7.2,59        ,"After a near-fatal plane crash in WWII, Olympian Louis Zamperini spends a harrowing 47 days in a raft with two fellow crewmen before he's caught by the Japanese navy and sent to a prisoner-of-war camp.",['Angelina Jolie'],"[""Jack O'Connell"", 'Miyavi', 'Domhnall Gleeson', 'Garrett Hedlund']","174,228",$115.64M
226,Vice,(I) (2018),R,132 min,"Biography, Comedy, Drama",7.2,61        ,"The story of Dick Cheney, an unassuming bureaucratic Washington insider, who quietly wielded immense power as Vice President to George W. Bush, reshaping the country and the globe in ways that are still felt today.",['Adam McKay'],"['Christian Bale', 'Amy Adams', 'Steve Carell', 'Sam Rockwell']","153,924",$47.84M
227,Born on the Fourth of July,(1989),R,145 min,"Biography, Drama, War",7.2,75        ,"The biography of Ron Kovic. Paralyzed in the Vietnam war, he becomes an anti-war and pro-human rights political activist after feeling betrayed by the country for which he fought.",['Oliver Stone'],"['Tom Cruise', 'Bryan Larkin', 'Raymond J. Barry', 'Caroline Kava']","111,218",$70.00M
228,Lawless,(2012),R,116 min,"Biography, Crime, Drama",7.2,58        ,"Set in Depression-era Franklin County, Virginia, a trio of bootlegging brothers are threatened by a new special deputy and other authorities angling for a cut of their profits.",['John Hillcoat'],"['Tom Hardy', 'Shia LaBeouf', 'Guy Pearce', 'Jason Clarke']","247,178",$37.40M
229,Men of Honor,(2000),R,129 min,"Biography, Drama",7.2,56        ,"The story of Carl Brashear, the first African-American U.S. Navy Diver, and the man who trained him.",['George Tillman Jr.'],"['Cuba Gooding Jr.', 'Robert De Niro', 'Charlize Theron', 'Aunjanue Ellis-Taylor']","120,903",$48.82M
230,Papillon,(I) (2017),R,133 min,"Adventure, Biography, Crime",7.2,51        ,"Wrongfully convicted for murder, Henri Charriere forms an unlikely relationship with fellow inmate and quirky convicted counterfeiter, Louis Dega, in an attempt to escape from the notorious penal colony on Devil's Island.",['Michael Noer'],"['Charlie Hunnam', 'Damijan Oklopdzic', 'Christopher Fairbank', 'Jason Ryan']","80,110",$2.34M
231,The Post,(2017),PG-13,116 min,"Biography, Drama, History",7.2,83        ,A cover-up spanning four U.S. Presidents pushes the country's first female newspaper publisher and her editor to join an unprecedented battle between press and government.,['Steven Spielberg'],"['Meryl Streep', 'Tom Hanks', 'Sarah Paulson', 'Bob Odenkirk']","156,439",$81.90M
232,Mask,(1985),PG-13,120 min,"Biography, Drama",7.2,73        ,A teenager with a massive facial skull deformity and biker gang mother attempt to live as normal a life as possible under the circumstances.,['Peter Bogdanovich'],"['Cher', 'Eric Stoltz', 'Sam Elliott', 'Estelle Getty']","30,833",$48.23M
233,Steve Jobs,(2015),R,122 min,"Biography, Drama",7.2,82        ,"Steve Jobs takes us behind the scenes of the digital revolution, to paint a portrait of the man at its epicenter. The story unfolds backstage at three iconic product launches, ending in 1998 with the unveiling of the iMac.",['Danny Boyle'],"['Michael Fassbender', 'Kate Winslet', 'Seth Rogen', 'Jeff Daniels']","173,484",$17.77M
234,Anthropoid,(2016),R,120 min,"Action, Biography, Drama",7.2,59        ,"Based on the extraordinary true story of Operation Anthropoid, the WWII mission to assassinate SS General Reinhard Heydrich, the main architect behind the Final Solution and the Reich's third in command after Hitler and Himmler.",['Sean Ellis'],"['Jamie Dornan', 'Cillian Murphy', 'Brian Caspe', 'Karel Hermánek Jr.']","50,971",$2.96M
235,The Doors,(1991),R,140 min,"Biography, Drama, Music",7.2,62        ,"The story of the famous and influential 1960s rock band The Doors and its lead singer and composer, Jim Morrison, from his days as a UCLA film student in Los Angeles, to his untimely death in Paris, France at age 27 in 1971.",['Oliver Stone'],"['Val Kilmer', 'Meg Ryan', 'Kyle MacLachlan', 'Frank Whaley']","95,780",$35.18M
236,The Report,(I) (2019),R,119 min,"Biography, Crime, Drama",7.2,66        ,"Idealistic Senate staffer Daniel J. Jones, tasked by his boss to lead an investigation into the CIA's post 9/11 Detention and Interrogation Program, uncovers shocking secrets.",['Scott Z. Burns'],"['Adam Driver', 'Annette Bening', 'Jon Hamm', 'Ted Levine']","46,539",-
237,The Butler,(2013),PG-13,132 min,"Biography, Drama",7.2,65        ,"As Cecil Gaines serves eight presidents during his tenure as a butler at the White House, the civil rights movement, Vietnam, and other major events affect this man's life, family, and American society.",['Lee Daniels'],"['Forest Whitaker', 'Oprah Winfrey', 'John Cusack', 'Jane Fonda']","117,515",$116.63M
238,An American Crime,(2007),R,98 min,"Biography, Crime, Drama",7.2,-,"The true story of suburban housewife Gertrude Baniszewski, who kept a teenage girl locked in the basement of her Indiana home during the 1960s.","[""Tommy O'Haver""]","['Elliot Page', 'Hayley McFarland', 'Nick Searcy', 'Romy Rosemont']","35,796",-
239,Quills,(2000),R,124 min,"Biography, Drama",7.2,70        ,"In a Napoleonic era insane asylum, an inmate, the irrepressible Marquis De Sade, fights a battle of wills against a tyrannically prudish doctor.",['Philip Kaufman'],"['Geoffrey Rush', 'Kate Winslet', 'Joaquin Phoenix', 'Michael Caine']","55,517",$7.06M
240,The Professor and the Madman,(2019),Not Rated,124 min,"Biography, Drama, History",7.2,27        ,"Professor James Murray begins work compiling words for the first edition of the Oxford English Dictionary in the mid-19th century, and receives over 10,000 entries from a patient at Broadmoor Criminal Lunatic Asylum, Dr. William Minor.",['Farhad Safinia'],"['Mel Gibson', 'Sean Penn', 'Eddie Marsan', 'Natalie Dormer']","48,268",-
241,The Man Who Knew Infinity,(2015),PG-13,108 min,"Biography, Drama",7.2,56        ,"The story of the life and academic career of the pioneer Indian mathematician, Srinivasa Ramanujan, and his friendship with his mentor, Professor G.H. Hardy.",['Matt Brown'],"['Dev Patel', 'Jeremy Irons', 'Malcolm Sinclair', 'Raghuvir Joshi']","59,442",$3.87M
242,Secretariat,(2010),PG,123 min,"Biography, Drama, Family",7.2,61        ,"Penny Chenery Tweedy and colleagues guide her long-shot but precocious stallion to set, in 1973, the unbeaten record for winning the Triple Crown.",['Randall Wallace'],"['Diane Lane', 'John Malkovich', 'Margo Martindale', 'Nelsan Ellis']","29,580",$59.71M
243,Stan & Ollie,(2018),PG,98 min,"Biography, Comedy, Drama",7.2,75        ,"Laurel and Hardy, the world's most famous comedy duo, attempt to reignite their film careers as they embark on what becomes their swan song: a grueling theatre tour of post-war Britain.",['Jon S. Baird'],"['Steve Coogan', 'John C. Reilly', 'Shirley Henderson', 'Nina Arianda']","38,750",$5.47M
