,title,year,certificate,time,genre,rating,metascore,simple_desc,directors,stars,votes,gross
191,Ae Dil Hai Mushkil,(2016),Not Rated,158 min,"Drama, Music, Musical",5.8,40        ,"This story explores love - the shapes it takes, the ways it changes us and the exhilarating and often terrifying ride it takes us on. It is the journey of two characters, Alizeh and Ayan, as they navigate life, love and heartbreak.",['Karan Johar'],"['Ranbir Kapoor', 'Aishwarya Rai Bachchan', 'Anushka Sharma', 'Fawad Khan']","24,482",$4.24M
192,Disenchanted,(2022),PG,119 min,"Animation, Adventure, Comedy",5.6,50        ,"Fifteen years after her happily ever after, Giselle questions her happiness, inadvertently turning the lives of those in the real world and Andalasia upside down in the process.",['Adam Shankman'],"['Amy Adams', 'Patrick Dempsey', 'Maya Rudolph', 'Gabriella Baldacchino']","23,244",-
193,I'm So Excited!,(2013),R,90 min,"Comedy, Musical",5.6,55        ,"When it appears as though the end is in sight, the pilots, flight crew, and passengers of a plane heading to Mexico City look to forget the anguish of the moment and face the greatest danger, which we carry within ourselves.",['Pedro Almodóvar'],"['Javier Cámara', 'Pepa Charro', 'Cecilia Roth', 'Lola Dueñas']","24,279",$1.37M
194,Bang Bang,(I) (2014),Not Rated,153 min,"Action, Adventure, Comedy",5.6,-,"A young bank receptionist gets mixed up with Rajveer Nanda, a man who has a mysterious background.",['Siddharth Anand'],"['Hrithik Roshan', 'Katrina Kaif', 'Pawan Malhotra', 'Danny Denzongpa']","25,084",$2.55M
195,Earth Girls Are Easy,(1988),PG,100 min,"Comedy, Musical, Romance",5.4,66        ,A Southern California girl befriends three furry aliens after their spaceship lands in her swimming pool.,['Julien Temple'],"['Geena Davis', 'Jeff Goldblum', 'Jim Carrey', 'Damon Wayans']","24,195",$3.92M
196,Home on the Range,(2004),PG,76 min,"Animation, Adventure, Comedy",5.4,50        ,"To save their farm, the resident animals go bounty hunting for a notorious outlaw.","['Will Finn', 'John Sanford']","['Judi Dench', 'Cuba Gooding Jr.', 'Jennifer Tilly', 'Randy Quaid']","24,541",$50.03M
197,Annie,(2014),PG,118 min,"Comedy, Drama, Family",5.3,33        ,A foster kid who lives with her mean foster mom sees her life change when business tycoon and New York City mayoral candidate Will Stacks makes a thinly-veiled campaign move and takes her in.,['Will Gluck'],"['Quvenzhané Wallis', 'Cameron Diaz', 'Jamie Foxx', 'Rose Byrne']","39,251",$85.91M
198,Popeye,(1980),PG,114 min,"Adventure, Comedy, Family",5.3,64        ,The adventures of the famous sailor man and his friends in the seaside town of Sweethaven.,['Robert Altman'],"['Robin Williams', 'Shelley Duvall', 'Ray Walston', 'Paul Dooley']","33,093",$49.82M
199,Eight Crazy Nights,(2002),PG-13,76 min,"Animation, Comedy, Musical",5.3,23        ,"Davey Stone, an alcoholic with a criminal record, is sentenced to community service under the supervision of an elderly referee. Davey is then faced with trying to reform and abandon his bad habits.",['Seth Kearsley'],"['Adam Sandler', 'Rob Schneider', 'Jackie Sandler', 'Austin Stout']","24,101",$23.44M
200,Alvin and the Chipmunks,(2007),PG,92 min,"Animation, Adventure, Comedy",5.2,39        ,Three musical chipmunks are discovered by an aspiring songwriter who wants to use their amazing singing abilities to become famous.,['Tim Hill'],"['Jason Lee', 'Ross Bagdasarian Jr.', 'Janice Karman', 'David Cross']","90,138",$217.33M
201,Pinocchio,(2022),PG,105 min,"Adventure, Comedy, Drama",5.1,38        ,"A puppet is brought to life by a fairy, who assigns him to lead a virtuous life in order to become a real boy.",['Robert Zemeckis'],"['Joseph Gordon-Levitt', 'Tom Hanks', 'Benjamin Evan Ainsworth', 'Angus Wright']","38,947",-
202,High School Musical 3: Senior Year,(2008),G,112 min,"Comedy, Drama, Family",4.9,57        ,"As seniors in high school, Troy and Gabriella struggle with the idea of being separated from one another as college approaches. Along with the rest of the Wildcats, they stage a spring musical to address their experiences, hopes and fears about their future.",['Kenny Ortega'],"['Zac Efron', 'Vanessa Hudgens', 'Ashley Tisdale', 'Lucas Grabeel']","65,005",$90.56M
203,Alvin and the Chipmunks: The Road Chip,(2015),PG,92 min,"Animation, Adventure, Comedy",4.9,33        ,The Chipmunks believe that Dave plans to propose to his new girlfriend in Miami.--and dump them. They have three days to get to him and save themselves not only from losing Dave but also from gaining a terrible stepbrother.,['Walt Becker'],"['Jason Lee', 'Justin Long', 'Matthew Gray Gubler', 'Jesse McCartney']","21,063",$85.89M
204,Blues Brothers 2000,(1998),PG-13,123 min,"Action, Comedy, Crime",4.9,-,"Elwood must reunite the old band, with a few new members, and go on another ""Mission from God.""",['John Landis'],"['Dan Aykroyd', 'John Goodman', 'Walter Levine', 'Tom Davis']","34,080",$13.98M
205,Grease 2,(1982),PG,115 min,"Comedy, Music, Musical",4.5,52        ,A British student at a 1960s American high school must prove himself to the leader of a girls' gang whose members can only date greasers.,['Patricia Birch'],"['Michelle Pfeiffer', 'Maxwell Caulfield', 'Lorna Luft', 'Maureen Teefy']","37,266",$15.17M
206,Alvin and the Chipmunks: The Squeakquel,(2009),PG,88 min,"Animation, Adventure, Comedy",4.5,41        ,"The world-famous singing preteen chipmunk trio return to contend with the pressures of school, celebrity, and a rival female music group known as The Chipettes.",['Betty Thomas'],"['Jason Lee', 'Zachary Levi', 'David Cross', 'Justin Long']","51,710",$219.61M
207,Peter Pan & Wendy,(2023),PG,106 min,"Action, Adventure, Comedy",4.4,61        ,"Follow the adventures of Peter Pan, a boy who does not want to grow up, and how he recruits three siblings in London, and together they embark on a magical adventure on the enchanted island of Neverland.",['David Lowery'],"['Alexander Molony', 'Ever Anderson', 'Jude Law', 'Alyssa Wapanatâhk']","22,845",-
208,Cinderella,(I) (2021),PG,113 min,"Comedy, Family, Fantasy",4.4,41        ,"A modern movie musical with a bold take on the classic fairy tale. Our ambitious heroine has big dreams and with the help of her fab Godmother, she perseveres to make them come true.",['Kay Cannon'],"['Camila Cabello', 'Billy Porter', 'Nicholas Galitzine', 'Idina Menzel']","43,654",-
209,Prem Ratan Dhan Payo,(2015),Not Rated,164 min,"Action, Drama, Musical",4.4,-,"While recovering from an assassination attempt four days before his coronation, a stern prince is replaced by a romantic lookalike.",['Sooraj R. Barjatya'],"['Salman Khan', 'Sonam Kapoor', 'Abhinay Raj Singh', 'Neil Nitin Mukesh']","22,860",$4.36M
210,Alvin and the Chipmunks: Chipwrecked,(2011),G,87 min,"Animation, Adventure, Comedy",4.3,24        ,"Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.",['Mike Mitchell'],"['Justin Long', 'Matthew Gray Gubler', 'Jesse McCartney', 'Jason Lee']","37,395",$133.11M
211,Spy Kids 4: All the Time in the World,(2011),PG,89 min,"Action, Adventure, Comedy",3.5,37        ,"A retired spy is called back into action, and to bond with her new step-children, she invites them along for the adventure to stop the evil Timekeeper from taking over the world.",['Robert Rodriguez'],"['Jessica Alba', 'Jeremy Piven', 'Joel McHale', 'Rowan Blanchard']","26,999",$38.54M
212,Kazaam,(1996),PG,93 min,"Comedy, Family, Fantasy",3.1,24        ,"A troubled kid inadvertently releases a genie, who must grant him any three wishes he requests.",['Paul Michael Glaser'],"[""Shaquille O'Neal"", 'Francis Capra', 'Ally Walker', 'James Acheson']","25,118",$18.88M
213,Cats,(2019),PG,110 min,"Comedy, Drama, Family",2.8,32        ,A tribe of cats called the Jellicles must decide yearly which one will ascend to the Heaviside Layer and come back to a new Jellicle life.,['Tom Hooper'],"['James Corden', 'Judi Dench', 'Jason Derulo', 'Idris Elba']","53,552",-
214,Gunday,(2014),Not Rated,152 min,"Action, Drama, Musical",2.7,-,"The lives of Calcutta's most powerful Gunday, Bikram and Bala, changes when Nandita enters it. Then a counter-force takes charge and a thriller unfolds.",['Ali Abbas Zafar'],"['Ranveer Singh', 'Arjun Kapoor', 'Priyanka Chopra Jonas', 'Irrfan Khan']","59,746",-
215,From Justin to Kelly,(2003),PG,81 min,"Comedy, Musical, Romance",1.9,14        ,"A waitress from Texas and a college student from Pennsylvania meet during spring break in Fort Lauderdale, Florida and come together through their shared love of singing.",['Robert Iscove'],"['Kelly Clarkson', 'Justin Guarini', 'Katherine Bailess', 'Anika Noni Rose']","26,813",$4.92M
