,title,year,certificate,time,genre,rating,metascore,simple_desc,directors,stars,votes,gross
108,Zodiac,(2007),R,157 min,"Crime, Drama, Mystery",7.7,79        ,"Between 1968 and 1983, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.",['David Fincher'],"['Jake Gyllenhaal', 'Robert Downey Jr.', 'Mark Ruffalo', 'Anthony Edwards']","562,321",$33.08M
109,Primal Fear,(1996),R,129 min,"Crime, Drama, Mystery",7.7,47        ,"An altar boy is accused of murdering a priest, and the truth is buried several layers deep.",['Gregory Hoblit'],"['Richard Gere', 'Laura Linney', 'Edward Norton', 'John Mahoney']","232,537",$56.12M
110,The Game,(1997),R,129 min,"Drama, Mystery, Thriller",7.7,63        ,"After a wealthy San Francisco banker is given an opportunity to participate in a mysterious game, his life is turned upside down as he begins to question if it might really be a concealed conspiracy to destroy him.",['David Fincher'],"['Michael Douglas', 'Deborah Kara Unger', 'Sean Penn', 'James Rebhorn']","409,678",$48.32M
111,Blue Velvet,(1986),R,120 min,"Crime, Drama, Mystery",7.7,76        ,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.",['David Lynch'],"['Isabella Rossellini', 'Kyle MacLachlan', 'Dennis Hopper', 'Laura Dern']","206,388",$8.55M
112,The Bourne Supremacy,(2004),PG-13,108 min,"Action, Mystery, Thriller",7.7,73        ,"When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive.",['Paul Greengrass'],"['Matt Damon', 'Franka Potente', 'Joan Allen', 'Brian Cox']","473,851",$176.24M
113,Who Framed Roger Rabbit,(1988),PG,104 min,"Animation, Adventure, Comedy",7.7,83        ,A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.,['Robert Zemeckis'],"['Bob Hoskins', 'Christopher Lloyd', 'Joanna Cassidy', 'Charles Fleischer']","208,154",$156.45M
114,Glengarry Glen Ross,(1992),R,100 min,"Crime, Drama, Mystery",7.7,82        ,An examination of the machinations behind the scenes at a real estate office.,['James Foley'],"['Al Pacino', 'Jack Lemmon', 'Alec Baldwin', 'Alan Arkin']","110,404",$10.73M
115,The Name of the Rose,(1986),R,130 min,"Drama, Mystery, Thriller",7.7,54        ,An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.,['Jean-Jacques Annaud'],"['Sean Connery', 'Christian Slater', 'Helmut Qualtinger', 'Elya Baskin']","111,971",$7.15M
116,Paprika,(2006),R,90 min,"Animation, Drama, Fantasy",7.7,81        ,"When a machine that allows therapists to enter their patients' dreams is stolen, all hell breaks loose. Only a young female therapist, Paprika, can stop it.",['Satoshi Kon'],"['Megumi Hayashibara', 'Tôru Emori', 'Katsunosuke Hori', 'Tôru Furuya']","87,880",$0.88M
117,The Vanishing,(1988),Not Rated,107 min,"Mystery, Thriller",7.7,-,"Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor.",['George Sluizer'],"['Bernard-Pierre Donnadieu', 'Gene Bervoets', 'Johanna ter Steege', 'Gwen Eckhaus']","40,995",-
118,The Double Life of Véronique,(1991),R,98 min,"Drama, Fantasy, Music",7.7,86        ,"Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected.",['Krzysztof Kieslowski'],"['Irène Jacob', 'Wladyslaw Kowalski', 'Halina Gryglaszewska', 'Kalina Jedrusik']","50,814",$2.00M
119,Open Your Eyes,(1997),R,119 min,"Drama, Mystery, Sci-Fi",7.7,-,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.",['Alejandro Amenábar'],"['Eduardo Noriega', 'Penélope Cruz', 'Chete Lera', 'Fele Martínez']","71,180",$0.37M
120,When Marnie Was There,(2014),PG,103 min,"Animation, Drama, Family",7.7,72        ,"Due to 12 y.o. Anna's asthma, she's sent to stay with relatives of her guardian in the Japanese countryside. She likes to be alone, sketching. She befriends Marnie. Who is the mysterious, blonde Marnie.",['Hiromasa Yonebayashi'],"['Sara Takatsuki', 'Kasumi Arimura', 'Nanako Matsushima', 'Susumu Terajima']","43,718",$0.77M
121,The Lady Vanishes,(1938),Not Rated,96 min,"Mystery, Thriller",7.7,98        ,"While travelling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train.",['Alfred Hitchcock'],"['Margaret Lockwood', 'Michael Redgrave', 'Paul Lukas', 'May Whitty']","54,826",-
122,The Killers,(1946),Passed,103 min,"Crime, Drama, Film-Noir",7.7,-,"Hit men kill an unresisting victim, and investigator Reardon uncovers his past involvement with beautiful, deadly Kitty Collins.",['Robert Siodmak'],"['Burt Lancaster', 'Ava Gardner', ""Edmond O'Brien"", 'Albert Dekker']","22,639",-
123,Missing,(1982),PG,122 min,"Biography, Drama, History",7.7,78        ,"When an idealistic American writer disappears during the Chilean coup d'état in September 1973, his wife and father try to find him.",['Costa-Gavras'],"['Jack Lemmon', 'Sissy Spacek', 'Melanie Mayron', 'John Shea']","22,296",$14.00M
124,Bad Day at Black Rock,(1955),Passed,81 min,"Crime, Drama, Mystery",7.7,-,"A one-armed stranger comes to a tiny town possessing a terrible past they want to keep secret, by violent means if necessary.",['John Sturges'],"['Spencer Tracy', 'Robert Ryan', 'Anne Francis', 'Dean Jagger']","23,082",-
125,The Girl Who Leapt Through Time,(2006),TV-PG,98 min,"Animation, Adventure, Comedy",7.7,66        ,"A high-school girl named Makoto acquires the power to travel back in time, and decides to use it for her own personal benefits. Little does she know that she is affecting the lives of others just as much as she is her own.",['Mamoru Hosoda'],"['Riisa Naka', 'Takuya Ishida', 'Mitsutaka Itakura', 'Ayami Kakiuchi']","68,424",-
126,The Past,(2013),PG-13,130 min,"Drama, Mystery",7.7,85        ,"An Iranian man deserts his French wife and her two children to return to his homeland. Meanwhile, his wife starts up a new relationship, a reality her husband confronts upon his wife's request for a divorce.",['Asghar Farhadi'],"['Bérénice Bejo', 'Tahar Rahim', 'Ali Mosaffa', 'Pauline Burlet']","49,874",$1.33M
127,Last Year at Marienbad,(1961),Not Rated,94 min,"Drama, Mystery",7.7,-,"In a strange and isolated chateau, a man becomes acquainted with a woman and insists that they have met before.",['Alain Resnais'],"['Delphine Seyrig', 'Giorgio Albertazzi', 'Sacha Pitoëff', 'Françoise Bertin']","23,803",$0.06M
128,Sicario,(2015),R,121 min,"Action, Crime, Drama",7.6,82        ,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,['Denis Villeneuve'],"['Emily Blunt', 'Josh Brolin', 'Benicio Del Toro', 'Jon Bernthal']","446,787",$46.89M
129,Harry Potter and the Half-Blood Prince,(2009),PG,153 min,"Action, Adventure, Family",7.6,78        ,"As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past.",['David Yates'],"['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Michael Gambon']","564,882",$301.96M
130,Inside Man,(2006),R,129 min,"Crime, Drama, Mystery",7.6,76        ,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.",['Spike Lee'],"['Denzel Washington', 'Clive Owen', 'Jodie Foster', 'Christopher Plummer']","384,151",$88.51M
131,Searching,(III) (2018),PG-13,102 min,"Drama, Mystery, Thriller",7.6,71        ,"After his teenage daughter goes missing, a desperate father tries to find clues on her laptop.",['Aneesh Chaganty'],"['John Cho', 'Debra Messing', 'Joseph Lee', 'Michelle La']","172,352",$26.02M
132,Watchmen,(2009),R,162 min,"Action, Drama, Mystery",7.6,56        ,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",['Zack Snyder'],"['Jackie Earle Haley', 'Patrick Wilson', 'Carla Gugino', 'Malin Akerman']","563,150",$107.51M
133,Saw,(2004),R,103 min,"Horror, Mystery, Thriller",7.6,46        ,"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer.",['James Wan'],"['Cary Elwes', 'Leigh Whannell', 'Danny Glover', 'Ken Leung']","435,689",$56.00M
134,The Birds,(1963),PG-13,119 min,"Drama, Horror, Mystery",7.6,90        ,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.,['Alfred Hitchcock'],"['Rod Taylor', 'Tippi Hedren', 'Jessica Tandy', 'Suzanne Pleshette']","196,232",$11.40M
135,Gone Baby Gone,(2007),R,114 min,"Crime, Drama, Mystery",7.6,72        ,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.",['Ben Affleck'],"['Morgan Freeman', 'Ed Harris', 'Casey Affleck', 'Michelle Monaghan']","280,538",$20.30M
136,Minority Report,(2002),PG-13,145 min,"Action, Crime, Mystery",7.6,80        ,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.",['Steven Spielberg'],"['Tom Cruise', 'Colin Farrell', 'Samantha Morton', 'Max von Sydow']","565,624",$132.07M
137,Sherlock Holmes,(2009),PG-13,128 min,"Action, Adventure, Mystery",7.6,57        ,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,['Guy Ritchie'],"['Robert Downey Jr.', 'Jude Law', 'Rachel McAdams', 'Mark Strong']","648,677",$209.03M
138,Dark City,(1998),R,100 min,"Fantasy, Mystery, Sci-Fi",7.6,66        ,"A man struggles with memories of his past, which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from.",['Alex Proyas'],"['Rufus Sewell', 'Kiefer Sutherland', 'Jennifer Connelly', 'William Hurt']","205,111",$14.38M
139,The Others,(2001),PG-13,104 min,"Horror, Mystery, Thriller",7.6,74        ,A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.,['Alejandro Amenábar'],"['Nicole Kidman', 'Christopher Eccleston', 'Fionnula Flanagan', 'Alakina Mann']","376,965",$96.52M
140,The Skin I Live In,(2011),R,120 min,"Drama, Horror, Mystery",7.6,70        ,"A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.",['Pedro Almodóvar'],"['Antonio Banderas', 'Elena Anaya', 'Jan Cornet', 'Marisa Paredes']","158,540",$3.19M
141,The Long Good Friday,(1980),R,114 min,"Crime, Drama, Mystery",7.6,82        ,"An up-and-coming gangster is tested by the insurgence of an unknown, very powerful threat.",['John Mackenzie'],"['Bob Hoskins', 'Helen Mirren', 'Paul Freeman', 'Leo Dolan']","23,525",-
142,Lost Highway,(1997),R,134 min,"Mystery, Thriller",7.6,53        ,"Anonymous videotapes presage a musician's murder conviction, and a gangster's girlfriend leads a mechanic astray.",['David Lynch'],"['Bill Pullman', 'Patricia Arquette', 'John Roselius', 'Louis Eppolito']","147,403",$3.80M
143,A Very Long Engagement,(2004),R,133 min,"Drama, Mystery, Romance",7.6,76        ,"Tells the story of a young woman's relentless search for her fiancé, who has disappeared from the trenches of the Somme during World War One.",['Jean-Pierre Jeunet'],"['Audrey Tautou', 'Gaspard Ulliel', 'Jodie Foster', 'Dominique Pinon']","74,849",$6.17M
144,The 39 Steps,(1935),Approved,86 min,"Crime, Mystery, Thriller",7.6,93        ,"A man in London tries to help a counter-espionage agent, but when the agent is killed and the man stands accused, he must go on the run to save himself and stop a spy ring that is trying to steal top-secret information.",['Alfred Hitchcock'],"['Robert Donat', 'Madeleine Carroll', 'Lucie Mannheim', 'Godfrey Tearle']","59,211",-
145,The Trial,(1962),Not Rated,119 min,"Drama, Mystery, Thriller",7.6,-,"An unassuming office worker is arrested and stands trial, but he is never made aware of his charges.",['Orson Welles'],"['Anthony Perkins', 'Arnoldo Foà', 'Jess Hahn', 'Billy Kearns']","22,666",-
146,The Red Violin,(1998),R,130 min,"Drama, Music, Mystery",7.6,57        ,"A red-colored violin inspires passion, making its way through three centuries over several owners and countries, eventually ending up at an auction where it may find a new owner.",['François Girard'],"['Carlo Cecchi', 'Jean-Luc Bideau', 'Christoph Koncz', 'Jason Flemyng']","33,770",$9.47M
147,Detective Byomkesh Bakshy!,(2015),Not Rated,139 min,"Action, Crime, Drama",7.6,-,"While investigating the disappearance of a chemist, a detective uncovers a larger conspiracy to unsettle Calcutta.",['Dibakar Banerjee'],"['Sushant Singh Rajput', 'Anand Tiwari', 'Neeraj Kabi', 'Divya Menon']","23,809",$0.58M
148,Promising Young Woman,(2020),R,113 min,"Crime, Drama, Mystery",7.5,73        ,"A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path.",['Emerald Fennell'],"['Carey Mulligan', 'Bo Burnham', 'Alison Brie', 'Clancy Brown']","188,332",-
149,Eyes Wide Shut,(1999),R,159 min,"Drama, Mystery, Thriller",7.5,68        ,"A Manhattan doctor embarks on a bizarre, night-long odyssey after his wife's admission of unfulfilled longing.",['Stanley Kubrick'],"['Tom Cruise', 'Nicole Kidman', 'Todd Field', 'Sydney Pollack']","354,870",$55.69M
150,Harry Potter and the Order of the Phoenix,(2007),PG-13,138 min,"Action, Adventure, Family",7.5,71        ,"With their warning about Lord Voldemort's return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts.",['David Yates'],"['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Brendan Gleeson']","601,860",$292.00M
151,The Conjuring,(2013),R,112 min,"Horror, Mystery, Thriller",7.5,68        ,Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse.,['James Wan'],"['Patrick Wilson', 'Vera Farmiga', 'Ron Livingston', 'Lili Taylor']","525,564",$137.40M
152,The Devil's Advocate,(1997),R,144 min,"Drama, Mystery, Thriller",7.5,60        ,An exceptionally-adept Florida lawyer is offered a job at a high-end New York City law firm with a high-end boss--the biggest opportunity of his career to date.,['Taylor Hackford'],"['Keanu Reeves', 'Al Pacino', 'Charlize Theron', 'Jeffrey Jones']","385,012",$60.98M
153,Contact,(1997),PG,150 min,"Drama, Mystery, Sci-Fi",7.5,62        ,"Dr. Ellie Arroway, after years of searching, finds conclusive radio proof of extraterrestrial intelligence, sending plans for a mysterious machine.",['Robert Zemeckis'],"['Jodie Foster', 'Matthew McConaughey', 'Tom Skerritt', 'John Hurt']","283,038",$100.92M
154,Source Code,(2011),PG-13,93 min,"Action, Drama, Mystery",7.5,74        ,A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train within 8 minutes.,['Duncan Jones'],"['Jake Gyllenhaal', 'Michelle Monaghan', 'Vera Farmiga', 'Jeffrey Wright']","531,314",$54.71M
155,We Need to Talk About Kevin,(2011),R,112 min,"Drama, Mystery, Thriller",7.5,68        ,"Kevin's mother struggles to love her strange child despite the increasingly dangerous things he says and does as he grows up. But Kevin is just getting started, and his final act will be beyond anything anyone imagined.",['Lynne Ramsay'],"['Tilda Swinton', 'John C. Reilly', 'Ezra Miller', 'Jasper Newell']","160,815",$1.74M
156,The Wicker Man,(1973),R,88 min,"Horror, Mystery, Thriller",7.5,87        ,"A puritan Police Sergeant arrives in a Scottish island village in search of a missing girl, who the Pagan locals claim never existed.",['Robin Hardy'],"['Edward Woodward', 'Christopher Lee', 'Diane Cilento', 'Britt Ekland']","85,219",$0.06M
157,Hugo,(2011),PG,126 min,"Adventure, Drama, Family",7.5,83        ,"In 1931 Paris, an orphan living in the walls of a train station gets wrapped up in a mystery involving his late father and an automaton.",['Martin Scorsese'],"['Asa Butterfield', 'Chloë Grace Moretz', 'Christopher Lee', 'Ben Kingsley']","328,899",$73.86M
158,Burning,(2018),Not Rated,148 min,"Drama, Mystery, Thriller",7.5,90        ,"Jong-su bumps into a girl who used to live in the same neighborhood, who asks him to look after her cat while she's on a trip to Africa. When back, she introduces Ben, a mysterious guy she met there, who confesses his secret hobby.",['Lee Chang-dong'],"['Yoo Ah-in', 'Steven Yeun', 'Jeon Jong-seo', 'Kim Soo-Kyung']","70,004",$0.72M
159,The Illusionist,(2006),PG-13,110 min,"Drama, Fantasy, Mystery",7.5,68        ,"In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing.",['Neil Burger'],"['Edward Norton', 'Jessica Biel', 'Paul Giamatti', 'Rufus Sewell']","380,432",$39.87M
160,The Abyss,(1989),PG-13,140 min,"Adventure, Drama, Mystery",7.5,62        ,A civilian diving team is enlisted to search for a lost nuclear submarine and faces danger while encountering an alien aquatic species.,['James Cameron'],"['Ed Harris', 'Mary Elizabeth Mastrantonio', 'Michael Biehn', 'Leo Burmester']","183,612",$54.46M
161,Kiss Kiss Bang Bang,(2005),R,103 min,"Comedy, Crime, Mystery",7.5,72        ,"After being mistaken for an actor, a New York thief is sent to Hollywood to train under a private eye for a potential movie role, but the duo are thrown together with a struggling actress into a murder mystery.",['Shane Black'],"['Robert Downey Jr.', 'Val Kilmer', 'Michelle Monaghan', 'Corbin Bernsen']","231,604",$4.24M
162,The Long Goodbye,(1973),R,112 min,"Comedy, Crime, Drama",7.5,87        ,"Private investigator Philip Marlowe helps a friend out of a jam, but in doing so gets implicated in his wife's murder.",['Robert Altman'],"['Elliott Gould', 'Nina van Pallandt', 'Sterling Hayden', 'Mark Rydell']","33,666",$0.96M
163,Blow-Up,(1966),Not Rated,111 min,"Drama, Mystery, Thriller",7.5,82        ,A fashion photographer unknowingly captures a death on film after following two lovers in a park.,['Michelangelo Antonioni'],"['David Hemmings', 'Vanessa Redgrave', 'Sarah Miles', 'John Castle']","64,949",-
164,The Omen,(1976),R,111 min,"Horror, Mystery",7.5,62        ,Mysterious deaths surround an American ambassador. Could the child that he is raising actually be the Antichrist? The Devil's own son?,['Richard Donner'],"['Gregory Peck', 'Lee Remick', 'Harvey Stephens', 'David Warner']","124,506",$4.27M
165,Following,(1998),R,69 min,"Crime, Mystery, Thriller",7.5,60        ,A young writer who follows strangers for material meets a thief who takes him under his wing.,['Christopher Nolan'],"['Jeremy Theobald', 'Alex Haw', 'Lucy Russell', 'John Nolan']","95,720",$0.05M
166,The Secret of NIMH,(1982),G,82 min,"Animation, Adventure, Drama",7.5,76        ,"To save her ill son, a field mouse must seek the aid of a colony of rats, with whom she has a deeper link than she suspected.",['Don Bluth'],"['Elizabeth Hartman', 'Derek Jacobi', 'Dom DeLuise', 'Arthur Malet']","42,994",$10.14M
167,Doubt,(I) (2008),PG-13,104 min,"Drama, Mystery",7.5,68        ,A Catholic school principal questions a priest's ambiguous relationship with a troubled young student.,['John Patrick Shanley'],"['Meryl Streep', 'Philip Seymour Hoffman', 'Amy Adams', 'Viola Davis']","132,938",$33.42M
168,The Curse of the Were-Rabbit,(2005),G,85 min,"Animation, Adventure, Comedy",7.5,87        ,"Wallace and his loyal dog, Gromit, set out to discover the mystery behind the garden sabotage that plagues their village and threatens the annual giant vegetable growing contest.","['Steve Box', 'Nick Park']","['Peter Sallis', 'Helena Bonham Carter', 'Ralph Fiennes', 'Peter Kay']","140,533",$56.11M
169,Who Am I,(2014),Not Rated,102 min,"Crime, Drama, Mystery",7.5,-,"Benjamin, a young German computer whiz, is invited to join a subversive hacker group that wants to be noticed on the world's stage.",['Baran bo Odar'],"['Tom Schilling', ""Elyas M'Barek"", 'Wotan Wilke Möhring', 'Antoine Monot Jr.']","59,973",-
170,Deep Red,(1975),R,127 min,"Horror, Mystery, Thriller",7.5,89        ,A jazz pianist and a wisecracking journalist are pulled into a complex web of mystery after the former witnesses the brutal murder of a psychic.,['Dario Argento'],"['David Hemmings', 'Daria Nicolodi', 'Gabriele Lavia', 'Macha Méril']","40,163",-
171,Tell No One,(2006),Not Rated,131 min,"Crime, Drama, Mystery",7.5,82        ,"An accidental discovery near a doctor's estate stirs up some painful memories eight years after his wife's hideous murder, and now, things are bound to take a turn for the unexpected. Does the good doctor know more than he's letting on?",['Guillaume Canet'],"['François Cluzet', 'Marie-Josée Croze', 'André Dussollier', 'Kristin Scott Thomas']","56,414",$6.18M
172,Death Note,(2006),Not Rated,126 min,"Crime, Drama, Fantasy",7.5,-,"A battle between the world's two greatest minds begins when Light Yagami finds the Death Note, a notebook with the power to kill, and decides to rid the world of criminals.",['Shûsuke Kaneko'],"['Tatsuya Fujiwara', ""Ken'ichi Matsuyama"", 'Asaka Seto', 'Yû Kashii']","31,205",-
173,Spellbound,(1945),Approved,111 min,"Film-Noir, Mystery, Romance",7.5,79        ,A psychiatrist protects the identity of an amnesia patient accused of murder while attempting to recover his memory.,['Alfred Hitchcock'],"['Ingrid Bergman', 'Gregory Peck', 'Michael Chekhov', 'Leo G. Carroll']","50,258",$7.00M
174,On Body and Soul,(2017),Not Rated,116 min,"Drama, Fantasy, Mystery",7.5,77        ,"When slaughterhouse workers Endre and Mária discover they share the same dreams, where they meet in a forest as deer and fall in love, they decide to make their dreams come true, but it's difficult in real life.",['Ildikó Enyedi'],"['Alexandra Borbély', 'Géza Morcsányi', 'Réka Tenki', 'Zoltán Schneider']","28,768",-
175,Remember,(I) (2015),R,94 min,"Drama, Mystery, Thriller",7.5,52        ,"With the aid of a fellow Auschwitz survivor and a hand-written letter, an elderly man with dementia goes in search of the person he believes to be responsible for the death of his family in the death camp to kill him himself.",['Atom Egoyan'],"['Christopher Plummer', 'Kim Roberts', 'Amanda Smith', 'Martin Landau']","26,640",$0.64M
176,The Lady from Shanghai,(1947),Not Rated,87 min,"Crime, Drama, Film-Noir",7.5,-,"Fascinated by gorgeous Mrs. Bannister, seaman Michael O'Hara joins a bizarre yachting cruise, and ends up mired in a complex murder plot.",['Orson Welles'],"['Rita Hayworth', 'Orson Welles', 'Everett Sloane', 'Glenn Anders']","31,730",$0.01M
177,Kiss Me Deadly,(1955),Not Rated,106 min,"Crime, Film-Noir, Mystery",7.5,-,"A doomed female hitchhiker pulls Mike Hammer into a deadly whirlpool of intrigue, revolving around a mysterious ""great whatsit"".",['Robert Aldrich'],"['Ralph Meeker', 'Albert Dekker', 'Paul Stewart', 'Juano Hernandez']","21,299",-
178,Hour of the Wolf,(1968),Not Rated,90 min,"Drama, Horror, Mystery",7.5,-,"While vacationing on a remote German island with his younger pregnant wife, an artist has an emotional breakdown while confronting his repressed desires.",['Ingmar Bergman'],"['Max von Sydow', 'Liv Ullmann', 'Gertrud Fridh', 'Georg Rydeberg']","21,572",-
179,The Barbarian Invasions,(2003),R,99 min,"Comedy, Crime, Drama",7.5,70        ,"During his final days, a dying man is reunited with old friends, former lovers, his ex-wife, and his estranged son.",['Denys Arcand'],"['Rémy Girard', 'Dorothée Berryman', 'Stéphane Rousseau', 'Marie-Josée Croze']","29,660",$3.43M
180,Scream,(1996),R,111 min,"Horror, Mystery",7.4,65        ,"A year after the murder of her mother, a teenage girl is terrorized by a masked killer who targets her and her friends by using scary movies as part of a deadly game.",['Wes Craven'],"['Neve Campbell', 'Courteney Cox', 'David Arquette', 'Skeet Ulrich']","364,662",$103.05M
181,Harry Potter and the Chamber of Secrets,(2002),PG,161 min,"Adventure, Family, Fantasy",7.4,63        ,An ancient prophecy seems to be coming true when a mysterious presence begins stalking the corridors of a school of magic and leaving its victims paralyzed.,['Chris Columbus'],"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Richard Harris']","657,358",$261.99M
