,title,year,certificate,time,genre,rating,metascore,simple_desc,directors,stars,votes,gross
22,Raatchasan,(2018),Not Rated,170 min,"Action, Crime, Drama",8.3,-,A sub-inspector sets out in pursuit of a mysterious serial killer who targets teen school girls and murders them brutally.,['Ram Kumar'],"['Vishnu Vishal', 'Amala Paul', 'Radha Ravi', 'Sangili Murugan']","47,005",-
23,Shutter Island,(2010),R,138 min,"Mystery, Thriller",8.2,63        ,"Teddy Daniels and Chuck Aule, two US marshals, are sent to an asylum on a remote island in order to investigate the disappearance of a patient, where Teddy uncovers a shocking truth about the place.",['Martin Scorsese'],"['Leonardo DiCaprio', 'Emily Mortimer', 'Mark Ruffalo', 'Ben Kingsley']","1,362,883",$128.01M
24,The Father,(I) (2020),PG-13,97 min,"Drama, Mystery",8.2,88        ,"A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",['Florian Zeller'],"['Anthony Hopkins', 'Olivia Colman', 'Mark Gatiss', 'Olivia Williams']","169,322",-
25,The Thing,(1982),16+,109 min,"Horror, Mystery, Sci-Fi",8.2,57        ,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,['John Carpenter'],"['Kurt Russell', 'Wilford Brimley', 'Keith David', 'Richard Masur']","439,203",$13.78M
26,The Sixth Sense,(1999),PG-13,107 min,"Drama, Mystery, Thriller",8.2,64        ,"Malcolm Crowe, a child psychologist, starts treating a young boy, Cole, who encounters dead people and convinces him to help them. In turn, Cole helps Malcolm reconcile with his estranged wife.",['M. Night Shyamalan'],"['Bruce Willis', 'Haley Joel Osment', 'Toni Collette', 'Olivia Williams']","1,011,840",$293.51M
27,L.A. Confidential,(1997),R,138 min,"Crime, Drama, Mystery",8.2,91        ,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",['Curtis Hanson'],"['Kevin Spacey', 'Russell Crowe', 'Guy Pearce', 'Kim Basinger']","593,576",$64.62M
28,Chinatown,(1974),R,130 min,"Drama, Mystery, Thriller",8.2,92        ,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.",['Roman Polanski'],"['Jack Nicholson', 'Faye Dunaway', 'John Huston', 'Perry Lopez']","335,002",$8.49M
29,The Secret in Their Eyes,(2009),R,129 min,"Drama, Mystery, Romance",8.2,80        ,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,['Juan José Campanella'],"['Ricardo Darín', 'Soledad Villamil', 'Pablo Rago', 'Carla Quevedo']","214,305",$6.39M
30,Drishyam 2,(2022),Not Rated,140 min,"Crime, Drama, Mystery",8.2,-,A gripping tale of an investigation and a family which is threatened by it. Will Vijay Salgaonkar be able to protect his family this time?,['Abhishek Pathak'],"['Ajay Devgn', 'Akshaye Khanna', 'Tabu', 'Shriya Saran']","37,207",-
31,Andhadhun,(2018),Not Rated,139 min,"Crime, Mystery, Thriller",8.2,-,"A series of mysterious events change the life of a blind pianist, who must now report a crime that he should technically know nothing of.",['Sriram Raghavan'],"['Tabu', 'Ayushmann Khurrana', 'Radhika Apte', 'Anil Dhawan']","97,287",$1.37M
32,Rashomon,(1950),Not Rated,88 min,"Crime, Drama, Mystery",8.2,98        ,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.",['Akira Kurosawa'],"['Toshirô Mifune', 'Machiko Kyô', 'Masayuki Mori', 'Takashi Shimura']","172,880",$0.10M
33,Drishyam,(2015),Not Rated,163 min,"Crime, Drama, Mystery",8.2,-,"Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime.",['Nishikant Kamat'],"['Ajay Devgn', 'Shriya Saran', 'Tabu', 'Rajat Kapoor']","88,671",$0.74M
34,Prisoners,(2013),R,153 min,"Crime, Drama, Mystery",8.1,70        ,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.",['Denis Villeneuve'],"['Hugh Jackman', 'Jake Gyllenhaal', 'Viola Davis', 'Melissa Leo']","747,302",$61.00M
35,Jaws,(1975),PG,124 min,"Adventure, Mystery, Thriller",8.1,87        ,"When a killer shark unleashes chaos on a beach community off Cape Cod, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.",['Steven Spielberg'],"['Roy Scheider', 'Robert Shaw', 'Richard Dreyfuss', 'Lorraine Gary']","624,828",$260.00M
36,Harry Potter and the Deathly Hallows: Part 2,(2011),PG-13,130 min,"Adventure, Family, Fantasy",8.1,85        ,"Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.",['David Yates'],"['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Michael Gambon']","901,614",$381.01M
37,Gone Girl,(2014),R,149 min,"Drama, Mystery, Thriller",8.1,79        ,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",['David Fincher'],"['Ben Affleck', 'Rosamund Pike', 'Neil Patrick Harris', 'Tyler Perry']","1,009,593",$167.77M
38,Memories of Murder,(2003),Not Rated,132 min,"Crime, Drama, Mystery",8.1,82        ,"In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit.",['Bong Joon Ho'],"['Song Kang-ho', 'Kim Sang-kyung', 'Roe-ha Kim', 'Jae-ho Song']","196,213",$0.01M
39,Rebecca,(1940),Approved,130 min,"Drama, Film-Noir, Mystery",8.1,86        ,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,['Alfred Hitchcock'],"['Laurence Olivier', 'Joan Fontaine', 'George Sanders', 'Judith Anderson']","140,906",$4.36M
40,The Third Man,(1949),Approved,93 min,"Film-Noir, Mystery, Thriller",8.1,97        ,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.",['Carol Reed'],"['Orson Welles', 'Joseph Cotten', 'Alida Valli', 'Trevor Howard']","175,483",$0.45M
41,Three Colors: Red,(1994),R,99 min,"Drama, Mystery, Romance",8.1,100        ,A model discovers a retired judge is keen on invading people's privacy.,['Krzysztof Kieslowski'],"['Irène Jacob', 'Jean-Louis Trintignant', 'Frédérique Feder', 'Jean-Pierre Lorit']","106,401",$4.04M
42,Diabolique,(1955),Not Rated,117 min,"Crime, Drama, Horror",8.1,-,The wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi.,['Henri-Georges Clouzot'],"['Simone Signoret', 'Véra Clouzot', 'Paul Meurisse', 'Charles Vanel']","67,427",$1.09M
43,Talvar,(2015),Not Rated,132 min,"Crime, Drama, Mystery",8.1,-,An experienced investigator confronts several conflicting theories about the perpetrators of a violent double homicide.,['Meghna Gulzar'],"['Irrfan Khan', 'Konkona Sen Sharma', 'Neeraj Kabi', 'Sohum Shah']","36,520",$0.34M
44,A Wednesday,(2008),Not Rated,104 min,"Action, Crime, Drama",8.1,-,A retiring police officer reminisces about the most astounding day of his career. About a case that was never filed but continues to haunt him in his memories - the case of a man and a Wednesday.,['Neeraj Pandey'],"['Anupam Kher', 'Naseeruddin Shah', 'Veerendra Saxena', 'Mahesh Kanual']","80,253",-
45,Article 15,(2019),Not Rated,130 min,"Crime, Drama, Mystery",8.1,-,"In the rural heartlands of India, an upright police officer sets out on a crusade against violent caste-based crimes and discrimination.",['Anubhav Sinha'],"['Ayushmann Khurrana', 'Nassar', 'Manoj Pahwa', 'Kumud Mishra']","35,176",-
46,The Tashkent Files,(2019),Not Rated,134 min,"Drama, Mystery, Thriller",8.1,-,"Revolves around the mysterious death of India's 2nd Prime Minister Shri Lal Bahadur Shastri and attempts to uncover if he had actually died a natural death, or, as alleged, was assassinated.",['Vivek Agnihotri'],"['Shweta Basu Prasad', 'Mithun Chakraborty', 'Naseeruddin Shah', 'Pankaj Tripathi']","35,147",-
47,Kahaani,(2012),Not Rated,122 min,"Mystery, Thriller",8.1,-,"A pregnant woman's search for her missing husband takes her from London to Kolkata, but everyone she questions denies having ever met him.",['Sujoy Ghosh'],"['Vidya Balan', 'Parambrata Chattopadhyay', 'Indraneil Sengupta', 'Nawazuddin Siddiqui']","64,058",$1.04M
48,Blade Runner 2049,(2017),R,164 min,"Action, Drama, Mystery",8.0,81        ,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.",['Denis Villeneuve'],"['Harrison Ford', 'Ryan Gosling', 'Ana de Armas', 'Dave Bautista']","604,922",$92.05M
49,Donnie Darko,(2001),R,113 min,"Drama, Mystery, Sci-Fi",8.0,88        ,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes.",['Richard Kelly'],"['Jake Gyllenhaal', 'Jena Malone', 'Mary McDonnell', 'Holmes Osborne']","820,128",$1.48M
50,Zootopia,(2016),PG,108 min,"Animation, Adventure, Comedy",8.0,78        ,"In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.","['Byron Howard', 'Rich Moore', 'Jared Bush']","['Ginnifer Goodwin', 'Jason Bateman', 'Idris Elba', 'Jenny Slate']","517,029",$341.27M
51,12 Monkeys,(1995),R,129 min,"Mystery, Sci-Fi, Thriller",8.0,74        ,"In a future world devastated by disease, a convict is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet.",['Terry Gilliam'],"['Bruce Willis', 'Madeleine Stowe', 'Brad Pitt', 'Joseph Melito']","629,806",$57.14M
52,The Bourne Ultimatum,(2007),PG-13,115 min,"Action, Mystery, Thriller",8.0,85        ,Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.,['Paul Greengrass'],"['Matt Damon', 'Edgar Ramírez', 'Joan Allen', 'Julia Stiles']","644,442",$227.47M
53,Perfect Blue,(1997),R,81 min,"Animation, Crime, Drama",8.0,67        ,"A pop singer gives up her career to become an actress, but she slowly goes insane when she starts being stalked by an obsessed fan and what seems to be a ghost of her past.",['Satoshi Kon'],"['Junko Iwao', 'Rica Matsumoto', 'Shinpachi Tsuji', 'Masaaki Ôkura']","84,049",$0.78M
54,The Invisible Guest,(2016),TV-MA,106 min,"Crime, Drama, Mystery",8.0,-,A successful entrepreneur accused of murder and a witness preparation expert have less than three hours to come up with an impregnable defense.,['Oriol Paulo'],"['Mario Casas', 'Ana Wagener', 'Jose Coronado', 'Bárbara Lennie']","183,104",-
55,Chungking Express,(1994),PG-13,102 min,"Comedy, Crime, Drama",8.0,78        ,"Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal waitress at a late-night restaurant he frequents.",['Kar-Wai Wong'],"['Brigitte Lin', 'Takeshi Kaneshiro', 'Tony Leung Chiu-wai', 'Faye Wong']","88,123",$0.60M
56,Solaris,(1972),PG,167 min,"Drama, Mystery, Sci-Fi",8.0,93        ,A psychologist is sent to a station orbiting a distant planet in order to discover what has caused the crew to go insane.,['Andrei Tarkovsky'],"['Natalya Bondarchuk', 'Donatas Banionis', 'Jüri Järvet', 'Vladislav Dvorzhetskiy']","94,546",-
57,The Maltese Falcon,(1941),Passed,100 min,"Crime, Film-Noir, Mystery",8.0,97        ,"San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar and their quest for a priceless statuette, with the stakes rising after his partner is murdered.",['John Huston'],"['Humphrey Bogart', 'Mary Astor', 'Gladys George', 'Peter Lorre']","162,376",$2.11M
58,Infernal Affairs,(2002),R,101 min,"Action, Crime, Drama",8.0,75        ,"A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop.","['Andrew Lau', 'Alan Mak']","['Andy Lau', 'Tony Leung Chiu-wai', 'Anthony Chau-Sang Wong', 'Eric Tsang']","127,724",$0.17M
59,Anatomy of a Murder,(1959),Not Rated,161 min,"Drama, Mystery",8.0,95        ,"An upstate Michigan lawyer defends a soldier who claims he killed an innkeeper due to temporary insanity after the victim raped his wife. What is the truth, and will he win his case?",['Otto Preminger'],"['James Stewart', 'Lee Remick', 'Ben Gazzara', ""Arthur O'Connell""]","68,454",$11.90M
60,The Cabinet of Dr. Caligari,(1920),Not Rated,67 min,"Horror, Mystery, Thriller",8.0,-,"Hypnotist Dr. Caligari uses a somnambulist, Cesare, to commit murders.",['Robert Wiene'],"['Werner Krauss', 'Conrad Veidt', 'Friedrich Feher', 'Lil Dagover']","66,681",-
61,Sleuth,(1972),PG,138 min,"Mystery, Thriller",8.0,-,"A man who loves games and theater invites his wife's lover to meet him, setting up a battle of wits with potentially deadly results.",['Joseph L. Mankiewicz'],"['Laurence Olivier', 'Michael Caine', 'Alec Cawthorne', 'John Matthews']","48,860",$4.08M
62,The Blue Elephant,(2014),Not Rated,170 min,"Drama, Horror, Mystery",8.0,-,"While trying to help an inmate at the mental hospital, a psychotherapist unravels mysteries he never thought existed.",['Marwan Hamed'],"['Karim Abdel Aziz', 'Khaled El-Sawi', 'Nilli Karim', 'Mohamed Mamdouh']","29,120",-
63,Knives Out,(2019),PG-13,130 min,"Comedy, Crime, Drama",7.9,82        ,"A detective investigates the death of the patriarch of an eccentric, combative family.",['Rian Johnson'],"['Daniel Craig', 'Chris Evans', 'Ana de Armas', 'Jamie Lee Curtis']","728,260",$165.36M
64,Harry Potter and the Prisoner of Azkaban,(2004),PG,142 min,"Adventure, Family, Fantasy",7.9,82        ,"Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.",['Alfonso Cuarón'],"['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Richard Griffiths']","656,373",$249.36M
65,Arrival,(II) (2016),PG-13,116 min,"Drama, Mystery, Sci-Fi",7.9,81        ,A linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecraft appear around the world.,['Denis Villeneuve'],"['Amy Adams', 'Jeremy Renner', 'Forest Whitaker', 'Michael Stuhlbarg']","719,942",$100.55M
66,Mulholland Drive,(2001),R,147 min,"Drama, Mystery, Thriller",7.9,86        ,"After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.",['David Lynch'],"['Naomi Watts', 'Laura Harring', 'Justin Theroux', 'Jeanne Bates']","367,298",$7.22M
67,The Bourne Identity,(2002),PG-13,119 min,"Action, Mystery, Thriller",7.9,68        ,"A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory.",['Doug Liman'],"['Franka Potente', 'Matt Damon', 'Chris Cooper', 'Clive Owen']","559,167",$121.66M
68,Mystic River,(2003),R,138 min,"Crime, Drama, Mystery",7.9,84        ,The lives of three men who were childhood friends are shattered when one of them has a family tragedy.,['Clint Eastwood'],"['Sean Penn', 'Tim Robbins', 'Kevin Bacon', 'Emmy Rossum']","468,016",$90.14M
69,The Big Sleep,(1946),Passed,114 min,"Crime, Film-Noir, Mystery",7.9,86        ,"Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail and what might be love.",['Howard Hawks'],"['Humphrey Bogart', 'Lauren Bacall', 'John Ridgely', 'Martha Vickers']","88,040",$6.54M
70,In the Heat of the Night,(1967),Approved,110 min,"Drama, Mystery, Thriller",7.9,76        ,"A black Philadelphia police detective is mistakenly suspected of a local murder while passing through a racially hostile Mississippi town, and after being cleared is reluctantly asked by the police chief to investigate the case.",['Norman Jewison'],"['Sidney Poitier', 'Rod Steiger', 'Warren Oates', 'Lee Grant']","79,609",$24.38M
71,Ghost in the Shell,(1995),TV-MA,83 min,"Animation, Action, Crime",7.9,76        ,A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.,['Mamoru Oshii'],"['Atsuko Tanaka', 'Iemasa Kayumi', 'Akio Ôtsuka', 'Kôichi Yamadera']","148,652",$0.52M
72,The Man from Earth,(2007),Not Rated,87 min,"Drama, Fantasy, Mystery",7.9,-,An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine.,['Richard Schenkman'],"['David Lee Smith', 'Tony Todd', 'John Billingsley', 'Ellen Crawford']","192,729",-
73,Charade,(1963),Passed,113 min,"Comedy, Mystery, Romance",7.9,83        ,Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?,['Stanley Donen'],"['Cary Grant', 'Audrey Hepburn', 'Walter Matthau', 'James Coburn']","81,247",$13.47M
74,Rope,(1948),Approved,80 min,"Crime, Drama, Mystery",7.9,73        ,Two men attempt to prove they committed the perfect crime by hosting a dinner party after strangling their former classmate to death.,['Alfred Hitchcock'],"['James Stewart', 'John Dall', 'Farley Granger', 'Dick Hogan']","147,956",-
75,Three Colors: Blue,(1993),R,94 min,"Drama, Music, Mystery",7.9,87        ,A woman struggles to find a way to live her life after the death of her husband and child.,['Krzysztof Kieslowski'],"['Juliette Binoche', 'Zbigniew Zamachowski', 'Julie Delpy', 'Benoît Régent']","106,145",$1.32M
76,Talk to Her,(2002),R,112 min,"Drama, Mystery, Romance",7.9,86        ,Two men share an odd friendship while they care for two women who are both in deep comas.,['Pedro Almodóvar'],"['Rosario Flores', 'Javier Cámara', 'Darío Grandinetti', 'Leonor Watling']","114,991",$9.36M
77,Mildred Pierce,(1945),Approved,111 min,"Crime, Drama, Film-Noir",7.9,88        ,A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.,['Michael Curtiz'],"['Joan Crawford', 'Jack Carson', 'Zachary Scott', 'Eve Arden']","27,400",-
78,Laura,(1944),Passed,88 min,"Drama, Film-Noir, Mystery",7.9,-,A police detective falls in love with the woman whose murder he is investigating.,['Otto Preminger'],"['Gene Tierney', 'Dana Andrews', 'Clifton Webb', 'Vincent Price']","49,157",$4.36M
79,The Thin Man,(1934),TV-PG,91 min,"Comedy, Crime, Mystery",7.9,86        ,"Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.",['W.S. Van Dyke'],"['William Powell', 'Myrna Loy', ""Maureen O'Sullivan"", 'Nat Pendleton']","31,325",-
80,Ugly,(2013),Not Rated,128 min,"Crime, Drama, Mystery",7.9,-,The case of a missing girl takes us through a journey of human greed and brushes upon the egos and repressed emotions of the characters.,['Anurag Kashyap'],"['Rahul Bhat', 'Ronit Roy', 'Tejaswini Kolhapure', 'Vineet Kumar Singh']","22,575",-
81,In a Lonely Place,(1950),Not Rated,94 min,"Drama, Film-Noir, Mystery",7.9,-,"A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts.",['Nicholas Ray'],"['Humphrey Bogart', 'Gloria Grahame', 'Frank Lovejoy', 'Carl Benton Reid']","33,179",-
82,About Elly,(2009),TV-PG,119 min,"Drama, Mystery",7.9,87        ,The mysterious disappearance of a kindergarten teacher during a picnic in the north of Iran is followed by a series of misadventures for her fellow travelers.,['Asghar Farhadi'],"['Golshifteh Farahani', 'Shahab Hosseini', 'Taraneh Alidoosti', 'Sajjad Dolati']","55,090",$0.11M
83,Get Out,(I) (2017),R,104 min,"Horror, Mystery, Thriller",7.8,85        ,"A young African-American visits his White girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",['Jordan Peele'],"['Daniel Kaluuya', 'Allison Williams', 'Bradley Whitford', 'Catherine Keener']","641,628",$176.04M
84,The Hateful Eight,(2015),R,168 min,"Crime, Drama, Mystery",7.8,68        ,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",['Quentin Tarantino'],"['Samuel L. Jackson', 'Kurt Russell', 'Jennifer Jason Leigh', 'Walton Goggins']","624,214",$54.12M
85,Atonement,(2007),R,123 min,"Drama, Mystery, Romance",7.8,85        ,Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,['Joe Wright'],"['Keira Knightley', 'James McAvoy', 'Brenda Blethyn', 'Saoirse Ronan']","287,715",$50.93M
86,Hot Fuzz,(2007),R,121 min,"Action, Comedy, Mystery",7.8,81        ,"A skilled London police officer, after irritating superiors with his embarrassing effectiveness, is transferred to a village where the easygoing officers object to his fervor for regulations, as a string of grisly murders strikes the town.",['Edgar Wright'],"['Simon Pegg', 'Nick Frost', 'Martin Freeman', 'Bill Nighy']","517,543",$23.64M
87,The Girl with the Dragon Tattoo,(2011),R,158 min,"Crime, Drama, Mystery",7.8,71        ,Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for 40 years by young computer hacker Lisbeth Salander.,['David Fincher'],"['Daniel Craig', 'Rooney Mara', 'Christopher Plummer', 'Stellan Skarsgård']","474,702",$102.52M
88,The Fugitive,(1993),PG-13,130 min,"Action, Crime, Drama",7.8,87        ,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal.",['Andrew Davis'],"['Harrison Ford', 'Tommy Lee Jones', 'Sela Ward', 'Julianne Moore']","304,850",$183.88M
89,Big Hero 6,(2014),PG,102 min,"Animation, Action, Adventure",7.8,74        ,"A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.","['Don Hall', 'Chris Williams']","['Ryan Potter', 'Scott Adsit', 'Jamie Chung', 'T.J. Miller']","477,276",$222.53M
90,Moon,(2009),R,97 min,"Drama, Mystery, Sci-Fi",7.8,67        ,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.",['Duncan Jones'],"['Sam Rockwell', 'Kevin Spacey', 'Dominique McElligott', 'Rosie Shaw']","366,854",$5.01M
91,The Conversation,(1974),PG,113 min,"Drama, Mystery, Thriller",7.8,87        ,"A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered.",['Francis Ford Coppola'],"['Gene Hackman', 'John Cazale', 'Allen Garfield', 'Frederic Forrest']","115,949",$4.42M
92,The Girl with the Dragon Tattoo,(2009),R,152 min,"Crime, Drama, Mystery",7.8,76        ,A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years.,['Niels Arden Oplev'],"['Michael Nyqvist', 'Noomi Rapace', 'Ewa Fröling', 'Lena Endre']","219,672",$10.10M
93,The Best Offer,(2013),R,131 min,"Crime, Drama, Mystery",7.8,49        ,A lonely art expert working for a mysterious and reclusive heiress finds not only her art worth examining.,['Giuseppe Tornatore'],"['Geoffrey Rush', 'Jim Sturgess', 'Sylvia Hoeks', 'Donald Sutherland']","123,470",$0.09M
94,Mississippi Burning,(1988),R,128 min,"Crime, Drama, Mystery",7.8,65        ,Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.,['Alan Parker'],"['Gene Hackman', 'Willem Dafoe', 'Frances McDormand', 'Brad Dourif']","104,401",$34.60M
95,Changeling,(2008),R,141 min,"Biography, Crime, Drama",7.8,63        ,Grief-stricken mother Christine Collins takes on the L.A.P.D. to her own detriment when they try to pass off an obvious impostor as her missing child.,['Clint Eastwood'],"['Angelina Jolie', 'Colm Feore', 'Amy Ryan', 'Gattlin Griffith']","260,022",$35.74M
96,Mother,(2009),R,129 min,"Crime, Drama, Mystery",7.8,79        ,A mother desperately searches for the killer who framed her son for a girl's horrific murder.,['Bong Joon Ho'],"['Hye-ja Kim', 'Won Bin', 'Jin Goo', 'Je-mun Yun']","67,682",$0.55M
97,Gaslight,(1944),Passed,114 min,"Crime, Drama, Mystery",7.8,78        ,"Ten years after her aunt was murdered in their London home, a woman returns from Italy in the 1880s to resume residence with her new husband. His obsessive interest in the home rises from a secret that may require driving his wife insane.",['George Cukor'],"['Charles Boyer', 'Ingrid Bergman', 'Joseph Cotten', 'May Whitty']","31,340",-
98,Loving Vincent,(2017),PG-13,94 min,"Animation, Drama, Mystery",7.8,62        ,"In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.","['DK Welchman', 'Hugh Welchman']","['Douglas Booth', 'Jerome Flynn', 'Robert Gulaczyk', 'Helen McCrory']","60,460",$6.74M
99,Batman: Mask of the Phantasm,(1993),PG,76 min,"Animation, Action, Adventure",7.8,65        ,Batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin.,"['Eric Radomski', 'Kevin Altieri', 'Boyd Kirkland', 'Frank Paur', 'Dan Riba', 'Bruce Timm']","['Kevin Conroy', 'Dana Delany', 'Hart Bochner', 'Stacy Keach']","53,580",$5.62M
100,The White Ribbon,(2009),R,144 min,"Drama, Mystery, Thriller",7.8,84        ,"Strange events happen in a small village in the north of Germany during the years before World War I, which seem to be ritual punishment. Who is responsible?",['Michael Haneke'],"['Christian Friedel', 'Ernst Jacobi', 'Leonie Benesch', 'Ulrich Tukur']","75,498",$2.22M
101,Great Expectations,(1946),Approved,118 min,"Adventure, Drama, Mystery",7.8,90        ,"A humble orphan boy in 1810s Kent is given the opportunity to go to London and become a gentleman, with the help of an unknown benefactor.",['David Lean'],"['John Mills', 'Valerie Hobson', 'Tony Wager', 'Jean Simmons']","25,406",-
102,Badla,(2019),Not Rated,118 min,"Crime, Drama, Mystery",7.8,-,A dynamic young entrepreneur finds herself locked in a hotel room with the corpse of her dead lover. She hires a prestigious lawyer to defend her and they work together to figure out what actually happened.,['Sujoy Ghosh'],"['Amitabh Bachchan', 'Taapsee Pannu', 'Amrita Singh', 'Antonio Aakeel']","29,434",$1.86M
103,L'Avventura,(1960),Not Rated,144 min,"Drama, Mystery, Romance",7.8,-,"A woman disappears during a Mediterranean boating trip. During the search, her lover and her best friend become attracted to each other.",['Michelangelo Antonioni'],"['Gabriele Ferzetti', 'Monica Vitti', 'Lea Massari', 'Dominique Blanchar']","31,141",-
104,The Ghost and Mrs. Muir,(1947),Not Rated,104 min,"Comedy, Drama, Fantasy",7.8,-,"In 1900, a young widow finds her seaside cottage is haunted and forms a unique relationship with the ghost.",['Joseph L. Mankiewicz'],"['Gene Tierney', 'Rex Harrison', 'George Sanders', 'Edna Best']","20,035",-
105,Harry Potter and the Goblet of Fire,(2005),PG-13,157 min,"Adventure, Family, Fantasy",7.7,81        ,"Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.",['Mike Newell'],"['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Eric Sykes']","647,673",$290.01M
106,Harry Potter and the Deathly Hallows: Part 1,(2010),PG-13,146 min,"Adventure, Family, Fantasy",7.7,65        ,"As Harry, Ron and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows.",['David Yates'],"['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Bill Nighy']","568,515",$295.98M
107,Wind River,(2017),R,107 min,"Crime, Drama, Mystery",7.7,73        ,"A wildlife officer, who is haunted by a tragedy that happened because of him, teams up with an FBI agent in solving a murder of a young woman on a Wyoming Native American reservation and hopes to get redemption from his past regrets.",['Taylor Sheridan'],"['Elizabeth Olsen', 'Jeremy Renner', 'Graham Greene', 'Kelsey Asbille']","263,069",$33.80M
