,title,year,certificate,time,genre,rating,metascore,simple_desc,directors,stars,votes,gross
216,American Dreamz,(2006),PG-13,107 min,"Comedy, Music",5.5,45        ,"The new season of ""American Dreamz,"" the wildly popular television singing contest, has captured the country's attention, as the competition looks to be between a young Midwestern gal (Moore) and a showtunes-loving young man from Orange County (Golzari). Recently awakened President Staton (Quaid) even wants in on the craze, as he signs up for the potential explosive season finale.",['Paul Weitz'],"['Hugh Grant', 'Dennis Quaid', 'Mandy Moore', 'Willem Dafoe']","25,001",$7.19M
217,Stomp the Yard,(2007),PG-13,115 min,"Drama, Music, Romance",5.4,44        ,"When his brother is murdered, a street dancer moves to Georgia to work his way through college. He joins a fraternity's step dancing team for a competition. Will he also get an education and the girl?",['Sylvain White'],"['Columbus Short', 'Meagan Good', 'Ne-Yo', 'Darrin Dewitt Henson']","26,059",$61.36M
218,Get Rich or Die Tryin',(2005),R,117 min,"Biography, Crime, Drama",5.4,45        ,A tale of an inner city drug dealer who turns away from a life of crime to pursue his passion of rap music.,['Jim Sheridan'],"['50 Cent', 'Joy Bryant', 'Adewale Akinnuoye-Agbaje', 'Omar Benson Miller']","48,581",$30.98M
219,Honey,(2003),PG-13,94 min,"Drama, Music, Romance",5.3,37        ,"Honey is a sexy, tough music video choreographer who shakes up her life after her mentor gives her an ultimatum: sleep with him or be blacklisted within their industry.",['Bille Woodruff'],"['Jessica Alba', 'Mekhi Phifer', 'Romeo Miller', 'Missy Elliott']","46,558",$30.31M
220,Alvin and the Chipmunks,(2007),PG,92 min,"Animation, Adventure, Comedy",5.2,39        ,Three musical chipmunks are discovered by an aspiring songwriter who wants to use their amazing singing abilities to become famous.,['Tim Hill'],"['Jason Lee', 'Ross Bagdasarian Jr.', 'Janice Karman', 'David Cross']","90,138",$217.33M
221,High School Musical 3: Senior Year,(2008),G,112 min,"Comedy, Drama, Family",4.9,57        ,"As seniors in high school, Troy and Gabriella struggle with the idea of being separated from one another as college approaches. Along with the rest of the Wildcats, they stage a spring musical to address their experiences, hopes and fears about their future.",['Kenny Ortega'],"['Zac Efron', 'Vanessa Hudgens', 'Ashley Tisdale', 'Lucas Grabeel']","65,005",$90.56M
222,Alvin and the Chipmunks: The Road Chip,(2015),PG,92 min,"Animation, Adventure, Comedy",4.9,33        ,The Chipmunks believe that Dave plans to propose to his new girlfriend in Miami.--and dump them. They have three days to get to him and save themselves not only from losing Dave but also from gaining a terrible stepbrother.,['Walt Becker'],"['Jason Lee', 'Justin Long', 'Matthew Gray Gubler', 'Jesse McCartney']","21,063",$85.89M
223,Blues Brothers 2000,(1998),PG-13,123 min,"Action, Comedy, Crime",4.9,-,"Elwood must reunite the old band, with a few new members, and go on another ""Mission from God.""",['John Landis'],"['Dan Aykroyd', 'John Goodman', 'Walter Levine', 'Tom Davis']","34,080",$13.98M
224,Happy New Year,(I) (2014),Not Rated,180 min,"Action, Comedy, Crime",4.9,-,A gang of amateur dancers takes part in a dancing competition to avenge their personal vendetta.,['Farah Khan'],"['Shah Rukh Khan', 'Deepika Padukone', 'Abhishek Bachchan', 'Boman Irani']","38,944",-
225,9 Songs,(2004),Not Rated,71 min,"Drama, Music, Romance",4.7,43        ,"In London, intense sexual encounters take place between an American college student, named Lisa, and an English scientist, named Matt, between attending rock concerts.",['Michael Winterbottom'],"[""Kieran O'Brien"", 'Margo Stilley', 'Robert Levon Been', 'Black Rebel Motorcycle Club']","23,301",$0.05M
226,Confessions of a Teenage Drama Queen,(2004),PG,89 min,"Comedy, Family, Music",4.7,33        ,"A teenage girl is convinced that her home city revolves around her until her family packs up and moves to the suburbs, where she finds herself competing for attention.",['Sara Sugarman'],"['Lindsay Lohan', 'Megan Fox', 'Adam Garcia', 'Glenne Headly']","30,279",$29.33M
227,Hannah Montana: The Movie,(2009),G,102 min,"Comedy, Drama, Family",4.6,47        ,"As Hannah Montana's popularity begins to take over her life, Miley Stewart, on the urging from her father takes a trip to her hometown of Crowley Corners, Tennessee to get some perspective on what matters in life the most.",['Peter Chelsom'],"['Miley Cyrus', 'Emily Osment', 'Billy Ray Cyrus', 'Jason Earles']","44,128",$79.57M
228,Grease 2,(1982),PG,115 min,"Comedy, Music, Musical",4.5,52        ,A British student at a 1960s American high school must prove himself to the leader of a girls' gang whose members can only date greasers.,['Patricia Birch'],"['Michelle Pfeiffer', 'Maxwell Caulfield', 'Lorna Luft', 'Maureen Teefy']","37,266",$15.17M
229,Alvin and the Chipmunks: The Squeakquel,(2009),PG,88 min,"Animation, Adventure, Comedy",4.5,41        ,"The world-famous singing preteen chipmunk trio return to contend with the pressures of school, celebrity, and a rival female music group known as The Chipettes.",['Betty Thomas'],"['Jason Lee', 'Zachary Levi', 'David Cross', 'Justin Long']","51,710",$219.61M
230,Alvin and the Chipmunks: Chipwrecked,(2011),G,87 min,"Animation, Adventure, Comedy",4.3,24        ,"Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.",['Mike Mitchell'],"['Justin Long', 'Matthew Gray Gubler', 'Jesse McCartney', 'Jason Lee']","37,395",$133.11M
231,You Got Served,(2004),PG-13,95 min,"Drama, Music",3.8,37        ,"In order to achieve their dream of opening a recording studio, two friends (Omarion, Houston) must first win their city's dance contest -- a fierce competition that pits them against a group of tough street dancers.",['Chris Stokes'],"['Omarion', 'Jarell Houston', 'Raz B', ""Lil' Fizz""]","28,287",$40.07M
232,Spice World,(1997),PG,93 min,"Comedy, Family, Music",3.6,32        ,World famous pop group the Spice Girls zip around London in their luxurious double decker tour bus having various adventures and performing for their fans.,['Bob Spiers'],"['Mel B', 'Emma Bunton', 'Melanie C', 'Geri Horner']","36,890",$29.34M
233,Spy Kids 4: All the Time in the World,(2011),PG,89 min,"Action, Adventure, Comedy",3.5,37        ,"A retired spy is called back into action, and to bond with her new step-children, she invites them along for the adventure to stop the evil Timekeeper from taking over the world.",['Robert Rodriguez'],"['Jessica Alba', 'Jeremy Piven', 'Joel McHale', 'Rowan Blanchard']","26,999",$38.54M
234,Bratz,(2007),PG,110 min,"Comedy, Family, Music",3.0,21        ,"During their first year of high school, four best girlfriends face off against the domineering student body President, who wants to split them up into different social cliques.",['Sean McNamara'],"['Skyler Shaye', 'Janel Parrish', 'Logan Browning', 'Nathalia Ramos']","24,333",$10.01M
235,Glitter,(2001),PG-13,104 min,"Drama, Music, Romance",2.4,14        ,"A young singer dates a disc jockey who helps her get into the music business, but their relationship become complicated as she ascends to super stardom.",['Vondie Curtis-Hall'],"['Mariah Carey', 'Eric Benét', 'Max Beesley', 'Da Brat']","23,827",$4.27M
